Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,totalLivingArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
NAmes,6,1957,1957,TA,CBlock,TA,1244,1244,1244,2488,1,TA,6,Gd,Attchd,1957,Unf,1,336,147000-179200
Edwards,4,1977,1977,TA,PConc,Gd,1440,1440,1440,2880,2,TA,8,NA,NA,?,NA,0,0,147000-179200
CollgCr,5,1977,2008,TA,CBlock,Gd,1040,1040,1040,2080,2,Gd,5,NA,Detchd,1977,Unf,2,484,147000-179200
NAmes,5,1959,2002,TA,CBlock,TA,1063,1327,1327,2390,1,Gd,7,NA,Detchd,1974,Unf,2,624,147000-179200
Mitchel,6,1976,1976,TA,CBlock,TA,1728,1728,1728,3456,2,TA,8,NA,Attchd,1976,Unf,2,574,147000-179200
Sawyer,6,1977,1995,TA,CBlock,Gd,506,1212,1212,1718,1,TA,6,TA,Attchd,1978,Unf,2,492,147000-179200
Blueste,6,1980,1980,TA,CBlock,Gd,716,716,1556,2272,2,TA,6,TA,Attchd,1980,Fin,2,452,147000-179200
Somerst,7,2004,2005,Gd,PConc,Gd,600,600,1200,1800,2,Gd,4,NA,Detchd,2004,RFn,2,480,147000-179200
Somerst,7,2005,2005,TA,PConc,Gd,600,520,1200,1800,2,Gd,4,NA,Detchd,2005,RFn,2,480,147000-179200
NAmes,6,1969,1969,TA,CBlock,Gd,1054,1054,1054,2108,1,TA,6,NA,Attchd,1969,Unf,2,460,147000-179200
MeadowV,6,1973,1973,TA,CBlock,Gd,942,1291,2521,3463,2,TA,10,Gd,Attchd,1973,Fin,2,576,147000-179200
NAmes,6,1960,1998,TA,CBlock,TA,958,958,958,1916,1,TA,5,NA,Attchd,1960,RFn,1,301,147000-179200
OldTown,6,1926,2004,TA,BrkTil,TA,1149,1149,1616,2765,2,Gd,5,NA,Detchd,1926,Unf,1,216,147000-179200
IDOTRR,5,1950,1950,TA,CBlock,TA,910,910,1558,2468,1,TA,6,NA,Attchd,1950,Unf,1,282,147000-179200
CollgCr,5,1996,1996,TA,PConc,Gd,1040,1040,1040,2080,1,Gd,6,NA,Detchd,2000,Unf,2,576,147000-179200
NWAmes,5,1969,1969,TA,CBlock,TA,780,780,1620,2400,2,TA,7,NA,Attchd,1969,Fin,2,462,147000-179200
NWAmes,7,1976,1976,TA,CBlock,Gd,1090,1370,1370,2460,2,TA,6,TA,Attchd,1976,RFn,2,479,147000-179200
SawyerW,6,1984,1985,TA,PConc,Gd,1040,1097,1097,2137,2,TA,6,NA,Attchd,1986,Unf,2,480,147000-179200
NAmes,5,1954,1990,TA,CBlock,TA,1297,1297,1297,2594,1,TA,5,TA,Attchd,1954,Fin,2,498,147000-179200
NAmes,6,1955,1972,TA,CBlock,TA,1156,1520,1520,2676,1,TA,7,Gd,Basment,1955,RFn,1,364,147000-179200
NAmes,5,1957,2000,TA,CBlock,TA,992,1306,1306,2298,1,TA,5,NA,Detchd,1968,Unf,1,756,147000-179200
SawyerW,5,1979,1979,TA,CBlock,Gd,1086,1224,1224,2310,0,TA,6,TA,Detchd,1979,Unf,2,528,147000-179200
Mitchel,6,1998,1998,TA,PConc,Ex,1237,1337,1337,2574,2,TA,5,NA,Attchd,1998,Fin,2,405,147000-179200
OldTown,5,1948,1973,TA,BrkTil,TA,1559,1559,1559,3118,1,TA,5,NA,Detchd,1948,Unf,2,812,147000-179200
NWAmes,5,1975,1975,TA,CBlock,Gd,1056,1074,1074,2130,1,TA,6,NA,Attchd,1975,RFn,2,495,147000-179200
BrkSide,6,1915,2003,TA,BrkTil,TA,698,698,1396,2094,1,TA,7,NA,Detchd,2003,Unf,1,384,147000-179200
SawyerW,6,1993,1993,Gd,PConc,Gd,1199,1199,1199,2398,2,Gd,5,NA,Attchd,1993,RFn,2,530,147000-179200
OldTown,5,1915,1950,TA,BrkTil,TA,876,876,1416,2292,1,TA,7,Gd,Detchd,1949,Unf,3,720,147000-179200
Sawyer,5,1968,2001,TA,CBlock,TA,1060,1060,1060,2120,1,Gd,6,TA,Attchd,1968,Unf,1,270,147000-179200
NridgHt,7,2003,2004,Gd,PConc,Gd,764,764,1626,2390,2,Gd,6,NA,BuiltIn,2003,RFn,2,474,147000-179200
NAmes,5,1966,1966,TA,CBlock,TA,1154,1154,1154,2308,1,TA,6,Po,Attchd,1966,RFn,2,480,147000-179200
NWAmes,6,1968,1968,TA,CBlock,TA,727,829,1556,2283,1,TA,8,NA,Attchd,1968,Unf,2,441,147000-179200
NAmes,5,1959,1994,TA,CBlock,TA,1246,1246,1246,2492,1,Gd,6,NA,Attchd,1959,RFn,1,305,147000-179200
NAmes,5,1960,1960,TA,CBlock,TA,1105,1105,2274,3379,2,TA,12,NA,Detchd,1960,Unf,2,480,147000-179200
Sawyer,6,1963,2003,TA,CBlock,TA,1059,1068,1068,2127,1,TA,6,NA,Attchd,1963,RFn,1,264,147000-179200
Crawfor,5,1921,1950,TA,BrkTil,TA,731,820,1343,2074,1,TA,7,Gd,Detchd,1921,Unf,1,186,147000-179200
Edwards,5,2006,2007,TA,PConc,Gd,1125,1125,1125,2250,1,TA,5,NA,Attchd,2007,Unf,2,430,147000-179200
NAmes,6,1966,1966,TA,CBlock,TA,660,660,1348,2008,1,TA,6,Fa,Attchd,1966,RFn,2,453,147000-179200
NAmes,6,1958,1998,TA,CBlock,TA,1215,1215,1215,2430,1,TA,6,NA,Attchd,1958,Unf,1,297,147000-179200
SWISU,7,1936,2007,Gd,PConc,Gd,560,575,1135,1695,1,Gd,6,NA,Detchd,1971,RFn,2,576,147000-179200
OldTown,7,1915,2005,Gd,PConc,TA,910,916,1826,2736,1,Ex,7,Gd,Attchd,1915,Unf,1,164,147000-179200
NAmes,5,1960,1960,TA,CBlock,TA,1269,1269,1269,2538,1,TA,6,Fa,Detchd,1964,Unf,1,308,147000-179200
Edwards,6,1953,1953,TA,CBlock,TA,1094,1094,1094,2188,1,TA,5,Gd,Attchd,1953,RFn,2,495,147000-179200
NAmes,6,1966,1966,TA,CBlock,TA,756,1051,1839,2595,1,TA,7,TA,Attchd,1966,Unf,2,442,147000-179200
ClearCr,6,1971,1971,TA,CBlock,TA,1010,1052,1052,2062,1,TA,6,NA,Attchd,1971,Unf,2,440,147000-179200
Somerst,7,1999,1999,Gd,PConc,Gd,696,696,1416,2112,2,Gd,6,NA,Detchd,1999,Unf,2,484,147000-179200
NPkVill,6,1976,1976,TA,CBlock,Gd,804,804,1548,2352,2,Gd,7,TA,Detchd,1976,Unf,2,440,147000-179200
Sawyer,5,1957,2000,TA,CBlock,TA,1134,1803,1803,2937,2,TA,8,TA,Attchd,1957,RFn,2,484,147000-179200
NAmes,5,1963,1963,TA,CBlock,TA,1120,1128,1128,2248,2,TA,6,NA,Attchd,1963,RFn,2,525,147000-179200
SawyerW,6,2003,2004,TA,PConc,Gd,1114,1114,1114,2228,1,Gd,6,NA,Detchd,2004,Unf,2,576,147000-179200
CollgCr,7,2006,2006,Gd,PConc,Gd,728,728,1456,2184,2,Gd,8,TA,Attchd,2006,Fin,2,440,147000-179200
CollgCr,6,2004,2004,Gd,PConc,Gd,848,848,848,1696,1,Gd,3,Gd,Attchd,2004,RFn,2,420,147000-179200
CollgCr,5,1995,1995,TA,PConc,Gd,990,990,990,1980,1,TA,5,NA,Attchd,1996,Unf,2,576,147000-179200
Mitchel,6,1978,1978,TA,CBlock,Gd,888,912,912,1800,1,TA,5,TA,Attchd,1978,RFn,2,470,147000-179200
NAmes,5,1965,1965,TA,CBlock,TA,1073,1073,1073,2146,1,TA,6,NA,Attchd,1965,RFn,2,515,147000-179200
NAmes,6,1969,2005,TA,CBlock,TA,1026,1026,1026,2052,1,Gd,5,NA,Detchd,1969,RFn,2,440,147000-179200
NAmes,6,1957,1957,TA,CBlock,TA,1478,1478,1478,2956,1,TA,6,Gd,Attchd,1957,RFn,2,442,147000-179200
Gilbert,6,2006,2007,TA,PConc,Gd,616,616,1412,2028,2,Gd,6,Gd,BuiltIn,2007,Fin,2,432,147000-179200
NAmes,6,1960,1960,TA,CBlock,TA,1253,1253,1253,2506,1,TA,5,Fa,Attchd,1960,RFn,1,352,147000-179200
Crawfor,5,1953,1953,TA,CBlock,TA,1165,1336,1336,2501,1,TA,5,Gd,Attchd,1953,Unf,1,375,147000-179200
NWAmes,5,1973,2000,TA,CBlock,Gd,1176,1178,1178,2354,1,Gd,5,Fa,Attchd,1973,Unf,2,439,147000-179200
Edwards,5,2005,2006,TA,PConc,Ex,1090,1090,1090,2180,1,TA,5,NA,Attchd,2005,Fin,2,450,147000-179200
NWAmes,7,1978,1978,TA,CBlock,Gd,1271,1601,1601,2872,2,TA,7,TA,Attchd,1978,RFn,2,478,147000-179200
OldTown,7,1920,1950,TA,BrkTil,Fa,596,998,1762,2358,1,Gd,8,NA,Detchd,1989,Unf,2,576,147000-179200
NAmes,6,1960,1960,TA,CBlock,TA,1478,1478,1478,2956,2,TA,6,Gd,Attchd,1960,Unf,2,498,147000-179200
OldTown,5,1904,2002,TA,PConc,TA,650,958,1539,2189,2,Gd,8,Po,Detchd,1983,Unf,2,686,147000-179200
NAmes,6,1958,1958,TA,CBlock,TA,1442,1442,1442,2884,1,TA,7,NA,Attchd,1958,RFn,1,301,147000-179200
Mitchel,5,1962,1962,TA,CBlock,TA,1188,1188,1188,2376,1,TA,6,NA,Attchd,1962,Unf,1,312,147000-179200
SawyerW,6,2004,2004,TA,PConc,Gd,1158,1158,1158,2316,1,Gd,5,NA,Detchd,2006,Unf,2,576,147000-179200
NAmes,6,1964,1991,TA,CBlock,Gd,1302,1302,1302,2604,2,Gd,7,NA,Attchd,1964,RFn,1,309,147000-179200
NWAmes,6,1972,1972,TA,CBlock,TA,689,1378,2119,2808,2,TA,7,TA,Attchd,1972,RFn,2,583,147000-179200
Sawyer,5,1968,1968,TA,CBlock,TA,1051,1159,1159,2210,1,TA,7,Fa,Attchd,1968,Unf,1,336,147000-179200
NAmes,6,1964,1964,TA,CBlock,TA,1127,1445,1445,2572,1,TA,7,Fa,Attchd,1964,RFn,2,645,147000-179200
Sawyer,6,1969,1969,TA,CBlock,TA,663,663,1352,2015,1,TA,7,NA,Attchd,1969,Fin,1,299,147000-179200
Crawfor,6,1950,2004,TA,CBlock,TA,1092,1152,1152,2244,1,Gd,6,Gd,Attchd,1950,Unf,1,300,147000-179200
Sawyer,6,1978,1978,TA,CBlock,TA,672,672,1386,2058,2,TA,6,TA,Attchd,1978,Fin,2,440,147000-179200
SawyerW,5,2004,2004,TA,PConc,TA,1114,1114,1114,2228,1,Gd,6,NA,Detchd,2004,Unf,2,576,147000-179200
NAmes,6,1962,1981,TA,CBlock,TA,912,1085,1734,2646,1,Gd,7,Gd,Attchd,1962,RFn,2,440,147000-179200
NAmes,6,1963,1963,TA,CBlock,Gd,1394,1394,1394,2788,1,TA,6,Gd,Attchd,1963,RFn,2,514,147000-179200
BrkSide,6,1947,1950,TA,CBlock,TA,1004,1004,1664,2668,2,TA,7,Gd,Detchd,1950,Unf,2,420,147000-179200
SWISU,5,1932,2000,TA,BrkTil,TA,793,848,1520,2313,1,TA,6,NA,Detchd,1968,Unf,1,281,147000-179200
OldTown,7,1890,1998,TA,BrkTil,TA,718,1576,2554,3272,1,TA,8,NA,Detchd,1996,Unf,2,704,147000-179200
Edwards,6,1977,1977,TA,CBlock,TA,690,698,1426,2116,1,TA,6,NA,Attchd,1977,Fin,2,440,147000-179200
NAmes,6,1959,1959,TA,CBlock,TA,655,1194,1194,1849,1,TA,6,Fa,BuiltIn,1954,Fin,2,539,147000-179200
Blmngtn,7,2007,2007,Gd,PConc,Gd,1266,1266,1266,2532,2,Gd,6,Gd,Attchd,2007,Fin,2,388,147000-179200
NAmes,5,1966,1966,TA,CBlock,TA,1024,1086,1086,2110,1,TA,6,Gd,Attchd,1966,RFn,2,484,147000-179200
NAmes,6,1965,1965,TA,CBlock,TA,1088,1324,1324,2412,2,TA,6,TA,Attchd,1965,RFn,2,440,147000-179200
OldTown,5,1900,1970,TA,CBlock,TA,954,1766,2414,3368,2,TA,10,Gd,Attchd,1970,Unf,2,520,147000-179200
NAmes,6,1962,1962,TA,CBlock,TA,1116,1116,1116,2232,1,TA,5,NA,Attchd,1962,Unf,2,440,147000-179200
Mitchel,6,1940,1985,TA,CBlock,Gd,983,983,1750,2733,2,TA,7,NA,Attchd,1989,Unf,1,423,147000-179200
Crawfor,5,1940,1950,Gd,BrkTil,TA,728,976,1308,2036,1,TA,7,TA,Detchd,1940,Unf,1,256,147000-179200
Gilbert,7,1991,1992,Gd,PConc,Gd,384,802,1472,1856,2,Gd,7,TA,Attchd,1991,RFn,2,402,147000-179200
SWISU,5,1916,1995,TA,PConc,TA,686,948,1928,2614,2,TA,10,NA,NA,?,NA,0,0,147000-179200
NAmes,6,1964,1964,TA,CBlock,TA,1251,1251,1251,2502,1,TA,6,Gd,Attchd,1964,RFn,1,461,147000-179200
Somerst,7,1999,2000,Gd,PConc,Gd,600,624,1252,1852,2,Gd,4,NA,Detchd,1999,Unf,2,462,147000-179200
Edwards,10,2008,2008,Ex,PConc,Ex,6110,4692,5642,11752,2,Ex,12,Gd,Attchd,2008,Fin,2,1418,147000-179200
Timber,5,1948,1950,TA,CBlock,TA,747,1687,1687,2434,1,TA,7,TA,Detchd,1966,Unf,2,572,147000-179200
Mitchel,5,1977,1977,TA,CBlock,TA,1126,1126,1126,2252,2,TA,5,Gd,Attchd,1977,RFn,2,484,147000-179200
Blmngtn,7,2005,2006,Gd,PConc,Gd,1145,1145,1145,2290,2,Gd,5,Gd,Attchd,2005,Fin,2,397,147000-179200
OldTown,8,1925,1996,TA,PConc,TA,588,833,1666,2254,1,Gd,7,Gd,Detchd,1925,Unf,1,228,147000-179200
OldTown,7,1928,2005,TA,BrkTil,TA,689,689,1378,2067,2,Gd,7,Gd,Detchd,1928,Unf,2,360,147000-179200
NWAmes,6,1967,1967,TA,CBlock,TA,1372,1342,1342,2714,2,TA,7,Gd,Attchd,1967,Unf,2,457,147000-179200
ClearCr,4,1957,1989,TA,CBlock,TA,1104,1104,1788,2892,1,TA,8,TA,Attchd,1957,Unf,1,304,147000-179200
CollgCr,6,1977,1977,TA,CBlock,Gd,689,689,1392,2081,1,TA,6,NA,Attchd,1977,Fin,1,299,147000-179200
NAmes,5,1959,2006,TA,CBlock,TA,1063,1287,1287,2350,1,Gd,7,Gd,Detchd,1997,Fin,2,576,147000-179200
Gilbert,7,2003,2003,Gd,PConc,Gd,660,660,1320,1980,2,Gd,6,NA,Attchd,2003,Fin,2,400,147000-179200
Mitchel,6,1998,1998,TA,PConc,Ex,1204,1204,1204,2408,2,TA,5,NA,Attchd,1998,Fin,2,412,147000-179200
NWAmes,6,1972,1972,TA,CBlock,TA,723,735,1395,2118,1,TA,6,TA,Attchd,1972,Unf,2,497,147000-179200
Veenker,6,1984,1984,TA,PConc,Gd,1232,1232,1232,2464,2,TA,6,NA,Attchd,1984,Unf,2,516,147000-179200
BrkSide,5,1930,1992,TA,PConc,TA,1078,1128,1573,2651,2,TA,8,Gd,Detchd,1930,Unf,2,360,147000-179200
NWAmes,7,1976,1976,TA,PConc,Gd,832,832,1664,2496,2,TA,8,TA,Attchd,1976,RFn,2,528,147000-179200
NAmes,6,1961,1961,TA,CBlock,TA,1362,1362,1362,2724,1,TA,6,TA,Attchd,1961,Unf,2,504,147000-179200
OldTown,7,1914,1970,TA,BrkTil,Gd,880,880,1768,2648,1,TA,6,TA,Detchd,1914,Unf,2,320,147000-179200
NAmes,6,1958,1958,TA,CBlock,TA,1261,1261,1261,2522,1,TA,6,TA,Attchd,1958,RFn,2,433,147000-179200
OldTown,6,1905,2000,TA,BrkTil,Fa,482,1221,1912,2394,2,TA,7,TA,Detchd,2003,Unf,2,672,147000-179200
Crawfor,5,1921,2006,TA,BrkTil,Gd,876,964,964,1840,1,TA,5,NA,Detchd,1921,Unf,2,432,147000-179200
NAmes,6,1970,1970,TA,CBlock,Gd,1657,1657,1657,3314,2,TA,7,TA,Attchd,1970,Unf,2,484,147000-179200
Gilbert,7,1992,1992,TA,PConc,Gd,384,812,1482,1866,2,Gd,7,TA,Attchd,1992,Fin,2,392,147000-179200
CollgCr,6,2005,2006,Gd,PConc,Gd,728,728,1456,2184,2,Gd,8,Gd,Attchd,2005,Fin,2,390,147000-179200
Mitchel,6,1998,1998,TA,PConc,Ex,1216,1216,1216,2432,2,TA,5,NA,Attchd,1998,Unf,2,402,147000-179200
Crawfor,7,1941,1950,TA,CBlock,TA,918,918,1646,2564,2,TA,7,Gd,Detchd,1941,Unf,1,240,147000-179200
Gilbert,8,1988,2005,Gd,Wood,Gd,559,1080,1752,2311,2,TA,8,NA,Basment,1988,RFn,2,492,147000-179200
Somerst,6,2009,2009,Gd,PConc,Gd,612,612,1224,1836,2,Gd,4,NA,Detchd,2009,RFn,2,528,147000-179200
Sawyer,5,1966,1966,TA,CBlock,TA,1164,1320,1320,2484,1,TA,6,Fa,Attchd,1966,RFn,2,564,147000-179200
Somerst,7,2006,2007,Gd,PConc,Gd,625,625,1250,1875,2,Gd,5,NA,Detchd,2006,RFn,2,528,147000-179200
NAmes,5,1951,2000,Gd,CBlock,TA,1008,1363,1363,2371,1,TA,6,TA,CarPort,1951,Unf,1,288,147000-179200
CollgCr,7,2005,2005,Gd,PConc,Gd,1310,1310,1310,2620,2,Gd,6,Gd,Attchd,2005,Fin,2,400,147000-179200
NAmes,6,1962,1962,TA,CBlock,Gd,1099,1431,1431,2530,1,TA,6,Gd,Basment,1962,RFn,1,296,147000-179200
Veenker,6,1977,1977,Gd,CBlock,Gd,1208,1208,1208,2416,1,TA,6,TA,Attchd,1977,RFn,2,546,147000-179200
NWAmes,6,1974,1974,TA,CBlock,Gd,1064,1350,1350,2414,2,TA,7,TA,Attchd,1974,RFn,2,478,147000-179200
Sawyer,5,1954,1954,TA,PConc,Gd,1383,1383,1383,2766,1,TA,6,Gd,Attchd,1954,Unf,1,354,147000-179200
Somerst,7,2000,2000,Gd,PConc,Gd,673,673,1382,2055,2,Gd,6,NA,Detchd,2000,Unf,2,490,147000-179200
Crawfor,6,1923,1996,TA,PConc,TA,602,900,1502,2104,1,Gd,7,TA,Detchd,1923,Unf,1,180,147000-179200
NAmes,6,1964,1978,TA,CBlock,TA,816,1127,1977,2793,1,TA,9,TA,Attchd,1964,RFn,2,540,147000-179200
Mitchel,6,1999,1999,TA,PConc,Ex,1224,1224,1224,2448,2,TA,5,NA,Attchd,1999,Fin,2,402,147000-179200
NWAmes,6,1972,1972,TA,CBlock,TA,732,1012,1790,2522,1,TA,8,TA,Attchd,1972,RFn,2,484,147000-179200
Edwards,7,2003,2004,Gd,PConc,Gd,746,760,1656,2402,2,Gd,7,Gd,BuiltIn,2003,Fin,2,397,147000-179200
NAmes,5,1959,1959,TA,CBlock,TA,1398,1700,1700,3098,1,Gd,6,Gd,Attchd,1959,RFn,2,447,147000-179200
Mitchel,5,1978,1978,TA,PConc,Gd,1097,1110,1110,2207,1,Gd,4,TA,Attchd,1978,Fin,2,602,147000-179200
NAmes,6,1955,1996,TA,CBlock,TA,992,1661,1661,2653,1,Gd,8,TA,BuiltIn,1955,RFn,1,377,147000-179200
Gilbert,6,1993,1994,TA,PConc,Gd,697,697,1501,2198,2,Gd,6,TA,Attchd,1993,Fin,2,420,147000-179200
NAmes,5,1952,1952,TA,CBlock,TA,910,910,1385,2295,2,TA,6,NA,Detchd,2000,Unf,2,720,147000-179200
NAmes,6,1957,1957,TA,CBlock,TA,1392,1392,1392,2784,1,TA,6,Gd,Attchd,1957,RFn,2,458,147000-179200
NAmes,6,1953,1953,TA,CBlock,TA,1416,1644,1644,3060,1,TA,7,Gd,Attchd,1953,Fin,2,418,147000-179200
NAmes,7,1970,1970,TA,CBlock,TA,1277,1277,1277,2554,1,TA,5,Po,Attchd,1970,Unf,2,526,147000-179200
Edwards,5,1964,1999,TA,PConc,TA,1486,1486,1486,2972,1,TA,7,NA,Detchd,1968,Fin,2,480,147000-179200
NAmes,6,1964,1964,TA,CBlock,TA,1516,1516,1516,3032,1,TA,6,NA,Attchd,1964,RFn,2,472,147000-179200
Blmngtn,7,2005,2006,Gd,PConc,Gd,1248,1248,1248,2496,2,Gd,5,NA,Attchd,2005,Fin,2,438,147000-179200
BrkSide,7,1910,1993,TA,BrkTil,Gd,728,1136,2019,2747,1,Gd,8,NA,Detchd,1997,Unf,2,532,147000-179200
NAmes,5,1960,1960,TA,CBlock,TA,1268,1264,1264,2532,1,TA,6,Gd,Attchd,1960,Unf,2,461,147000-179200
Timber,5,2006,2007,TA,PConc,Gd,384,754,1394,1778,2,Gd,7,NA,BuiltIn,2007,Fin,2,400,147000-179200
NAmes,6,1964,1964,TA,CBlock,TA,780,798,1611,2391,1,TA,7,NA,Attchd,1964,RFn,2,442,147000-179200
NWAmes,6,1977,1977,TA,CBlock,Gd,1350,1334,1334,2684,2,TA,6,TA,Attchd,1977,RFn,2,630,147000-179200
Gilbert,6,1995,1996,TA,PConc,Gd,806,806,1572,2378,2,TA,7,TA,BuiltIn,1995,Fin,2,373,147000-179200
Sawyer,5,1956,1987,TA,CBlock,TA,1188,1437,1437,2625,1,TA,6,TA,Detchd,1999,Unf,2,576,147000-179200
OldTown,8,1882,1986,Gd,BrkTil,TA,916,916,1742,2658,1,Gd,8,Gd,Attchd,1925,Unf,2,424,147000-179200
Mitchel,4,1961,1975,TA,CBlock,TA,1249,1622,1622,2871,1,TA,7,TA,2Types,1975,Fin,4,1356,147000-179200
Gilbert,7,1995,1996,TA,PConc,Gd,384,804,1474,1858,2,TA,7,TA,BuiltIn,1995,Fin,2,400,147000-179200
Somerst,6,2000,2000,Gd,PConc,Gd,756,756,1512,2268,2,Gd,4,TA,Detchd,2000,Unf,2,440,147000-179200
NAmes,6,1964,1964,TA,CBlock,TA,1248,1350,1350,2598,1,TA,6,NA,Attchd,1964,RFn,2,520,147000-179200
Gilbert,5,1948,1950,TA,Slab,NA,0,1547,2320,2320,2,TA,7,TA,Attchd,1979,Unf,2,672,147000-179200
Gilbert,6,1997,1997,TA,PConc,Gd,916,916,1600,2516,2,TA,7,TA,Attchd,1997,Fin,2,460,147000-179200
SWISU,6,1919,1990,TA,PConc,TA,804,1699,2447,3251,2,Gd,10,Gd,Detchd,1969,Unf,1,336,147000-179200
IDOTRR,7,1931,1950,TA,PConc,TA,1040,1226,1818,2858,1,TA,7,TA,Detchd,1951,Unf,1,240,147000-179200
NAmes,5,1962,1962,TA,CBlock,TA,864,876,1812,2676,2,TA,8,TA,Attchd,1962,RFn,1,264,147000-179200
Mitchel,6,1976,1976,TA,CBlock,TA,1012,1034,1034,2046,1,TA,6,NA,Attchd,1976,Unf,3,888,147000-179200
Gilbert,6,2005,2006,Gd,PConc,Gd,1316,1316,1316,2632,2,Gd,6,Gd,Attchd,2005,Fin,2,397,147000-179200
Timber,5,1959,1959,TA,CBlock,TA,1350,1328,1328,2678,1,TA,5,Gd,Attchd,1959,RFn,1,308,147000-179200
Mitchel,5,1974,1975,TA,CBlock,Gd,1389,1389,1389,2778,1,TA,6,TA,Attchd,1975,RFn,2,418,147000-179200
Gilbert,7,2000,2000,TA,PConc,Gd,384,774,1430,1814,2,TA,8,TA,BuiltIn,2000,RFn,2,400,147000-179200
Sawyer,5,1955,1974,TA,CBlock,TA,1763,1779,1779,3542,1,TA,6,Gd,Attchd,1955,Unf,2,454,147000-179200
OldTown,5,1936,1989,TA,CBlock,Fa,796,1096,1466,2262,2,Gd,7,TA,Attchd,1950,Unf,2,566,147000-179200
StoneBr,8,1986,1986,Gd,CBlock,Gd,1074,1088,1088,2162,1,Gd,5,NA,Attchd,1987,RFn,2,461,147000-179200
NWAmes,7,1974,1974,TA,CBlock,Gd,1053,1173,1173,2226,2,Gd,6,TA,Attchd,1974,RFn,2,528,147000-179200
NWAmes,7,1968,1992,TA,CBlock,TA,570,1222,1920,2490,3,Gd,8,TA,Attchd,1968,RFn,2,487,147000-179200
Mitchel,7,1988,1989,TA,CBlock,TA,1907,1959,1959,3866,3,TA,9,NA,2Types,1989,Unf,3,766,147000-179200
SawyerW,6,1980,1981,TA,CBlock,Gd,650,888,1564,2214,2,TA,7,TA,Attchd,1980,Unf,2,476,147000-179200
Sawyer,5,1975,1981,TA,CBlock,Gd,1390,1701,1701,3091,2,TA,6,TA,Basment,1975,Fin,2,611,147000-179200
Mitchel,6,1977,1977,TA,CBlock,TA,1096,1118,1118,2214,1,TA,6,Po,Attchd,1977,Fin,1,358,147000-179200
NAmes,6,1962,1962,TA,CBlock,TA,858,858,1716,2574,1,TA,8,Gd,Attchd,1962,Fin,2,490,147000-179200
Mitchel,6,1977,1977,TA,CBlock,TA,1196,1279,1279,2475,2,TA,6,Fa,Detchd,1980,Unf,2,473,147000-179200
NridgHt,7,2003,2003,Gd,PConc,Gd,1405,1405,1405,2810,2,Gd,6,Gd,Attchd,2003,RFn,2,478,147000-179200
Somerst,7,2006,2007,Gd,PConc,Gd,625,625,1250,1875,2,Gd,5,NA,Detchd,2006,Fin,2,625,147000-179200
Mitchel,5,1969,1969,TA,CBlock,TA,784,1168,1968,2752,2,TA,7,Po,Attchd,1969,RFn,2,530,147000-179200
Gilbert,6,2000,2000,TA,PConc,Gd,953,953,1664,2617,2,TA,7,TA,Attchd,2000,RFn,2,460,147000-179200
Somerst,8,1999,2000,Gd,PConc,Gd,970,983,1739,2709,2,Gd,7,NA,Attchd,1999,Fin,2,480,147000-179200
Sawyer,5,1958,1958,Gd,CBlock,TA,1052,1252,1920,2972,2,Gd,8,Gd,Attchd,1958,Unf,2,451,147000-179200
Blmngtn,7,2006,2007,Gd,PConc,Ex,1258,1258,1258,2516,2,Gd,6,Gd,Attchd,2007,Fin,3,648,147000-179200
Somerst,6,1999,1999,TA,PConc,Gd,729,742,1471,2200,2,TA,6,NA,Detchd,1999,Unf,2,440,147000-179200
Sawyer,6,1978,1978,TA,CBlock,TA,918,918,1683,2601,2,TA,7,TA,Attchd,1978,RFn,2,440,147000-179200
Gilbert,6,2006,2006,Gd,PConc,Gd,728,728,1456,2184,2,TA,8,NA,Attchd,2006,RFn,2,429,147000-179200
Mitchel,7,1990,1991,TA,PConc,Gd,1188,1217,1217,2405,2,Gd,6,NA,Attchd,1990,Unf,2,497,147000-179200
SawyerW,6,2004,2004,Gd,PConc,Gd,798,798,1640,2438,2,Gd,6,NA,Attchd,2004,RFn,2,520,147000-179200
Gilbert,6,1992,1992,TA,PConc,Gd,1158,1167,1167,2325,2,Gd,6,NA,Attchd,1992,RFn,2,400,147000-179200
ClearCr,6,1996,1997,TA,PConc,Gd,1291,1291,1291,2582,1,Gd,6,Gd,Attchd,1996,Unf,2,431,147000-179200
NridgHt,7,2003,2004,Gd,PConc,Gd,764,764,1626,2390,2,Gd,6,NA,BuiltIn,2003,RFn,2,474,147000-179200
NWAmes,6,1966,2000,TA,CBlock,TA,800,800,1632,2432,1,Gd,7,NA,Attchd,1966,Unf,2,484,147000-179200
Gilbert,6,2000,2000,TA,PConc,Gd,959,959,1671,2630,2,TA,7,TA,Attchd,2000,Fin,2,472,147000-179200
CollgCr,6,2005,2005,Gd,PConc,Gd,738,738,1476,2214,2,Gd,7,NA,Attchd,2005,Fin,2,540,147000-179200
Somerst,6,2009,2009,Gd,PConc,Gd,612,612,1224,1836,2,Gd,4,NA,Detchd,2009,RFn,2,528,147000-179200
CollgCr,6,2005,2006,TA,PConc,Gd,750,750,1500,2250,2,Gd,6,NA,Attchd,2005,RFn,2,564,147000-179200
