MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,totalLivingArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,TypeOfPorch,Porchsqft,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,64,9037,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,1048,1476,GasA,Ex,Y,SBrkr,1484,0,1484,2960,0,2,0,2,1,Ex,6,1,Gd,Attchd,2006,RFn,2,472,TA,TA,Y,120,OpenPorch,33,NA,12,2007,WD,Normal,230500-755000
70,RM,65,11700,IR1,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,1240,1240,GasW,TA,N,SBrkr,1320,1320,2640,3880,0,1,1,4,1,Gd,8,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,181,EnclosedPorch,386,NA,5,2009,WD,Normal,230500-755000
60,FV,84,10728,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1095,1095,GasA,Gd,Y,SBrkr,1095,844,1939,3034,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006,RFn,3,1053,TA,TA,Y,192,OpenPorch,51,NA,8,2006,New,Partial,230500-755000
120,RL,63,8849,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,616,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,1656,1684,GasA,Ex,Y,SBrkr,1684,0,1684,3368,0,2,0,2,1,Ex,6,1,Ex,Attchd,2005,RFn,2,564,TA,TA,Y,495,OpenPorch,72,NA,7,2008,WD,Normal,230500-755000
70,RL,66,9042,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,9,1941,2006,Gable,CemntBd,CmentBd,None,0,Ex,Gd,Stone,TA,Gd,No,GLQ,275,Unf,877,1152,GasA,Ex,Y,SBrkr,1188,1152,2340,3492,0,2,0,4,1,Gd,9,2,Gd,Attchd,1941,RFn,1,252,TA,TA,Y,0,OpenPorch,60,GdPrv,5,2010,WD,Normal,230500-755000
60,RL,66,16226,IR3,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,747,1028,GasA,Ex,Y,SBrkr,1210,1242,2452,3480,0,2,1,4,1,Gd,9,1,TA,BuiltIn,1998,Fin,2,683,TA,TA,Y,208,OpenPorch,50,NA,5,2007,WD,Normal,230500-755000
60,RL,?,13346,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1992,2000,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,728,Unf,367,1095,GasA,Ex,Y,SBrkr,1166,1129,2295,3390,1,2,1,4,1,Gd,9,1,TA,Attchd,1992,RFn,2,590,TA,TA,Y,0,OpenPorch,40,NA,7,2006,WD,Normal,230500-755000
20,RL,95,15865,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,'Wd Sdng','Wd Sdng',None,0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,1043,2217,GasA,Ex,Y,SBrkr,2217,0,2217,4434,1,2,0,4,1,Gd,8,1,TA,Attchd,1970,Unf,2,621,TA,TA,Y,81,ScreenPorch,431,NA,10,2007,WD,Normal,230500-755000
60,RL,92,12003,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,774,774,GasA,Ex,Y,SBrkr,774,1194,1968,2742,0,2,1,4,1,Ex,8,1,Gd,BuiltIn,2009,Fin,3,680,TA,TA,Y,0,OpenPorch,75,NA,5,2010,New,Partial,230500-755000
60,RL,92,9920,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,255,1117,GasA,Ex,Y,SBrkr,1127,886,2013,3130,1,2,1,3,1,TA,8,1,TA,Attchd,1997,Unf,2,455,TA,TA,Y,180,OpenPorch,130,NA,6,2007,WD,Normal,230500-755000
60,FV,75,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1088,1088,GasA,Ex,Y,SBrkr,1088,871,1959,3047,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006,RFn,3,1025,TA,TA,Y,208,OpenPorch,46,NA,12,2007,WD,Normal,230500-755000
120,RL,30,9549,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,0,1494,GasA,Ex,Y,SBrkr,1494,0,1494,2988,1,1,1,2,1,Ex,6,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,ScreenPorch,246,NA,4,2006,WD,Normal,230500-755000
20,RL,85,14536,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,316,1616,GasA,Ex,Y,SBrkr,1629,0,1629,3245,1,2,0,3,1,Gd,9,1,Gd,Attchd,2002,Fin,3,808,TA,TA,Y,0,OpenPorch,252,NA,11,2007,WD,Normal,230500-755000
20,RL,?,13265,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,350,1568,GasA,Ex,Y,SBrkr,1689,0,1689,3257,1,2,0,3,1,Gd,7,2,Gd,Attchd,2002,RFn,3,857,TA,TA,Y,150,OpenPorch,59,NA,7,2008,WD,Normal,230500-755000
60,RL,81,10944,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,BrkFace,448,Gd,TA,PConc,Gd,TA,No,GLQ,1000,Unf,223,1223,GasA,Ex,Y,SBrkr,1223,904,2127,3350,1,2,1,3,1,Gd,5,2,TA,Attchd,1994,RFn,2,525,TA,TA,Y,171,OpenPorch,132,NA,8,2008,WD,Normal,230500-755000
20,RL,90,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,1496,2158,GasA,Gd,Y,SBrkr,2196,0,2196,4354,0,2,0,3,1,Gd,7,1,TA,Attchd,1990,RFn,3,701,TA,TA,Y,84,OpenPorch,70,NA,6,2009,WD,Normal,230500-755000
20,RL,?,11423,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,479,Gd,TA,PConc,Gd,TA,Av,GLQ,1358,Unf,223,1581,GasA,Ex,Y,SBrkr,1601,0,1601,3182,1,2,0,3,1,Gd,6,1,TA,Attchd,2001,RFn,2,670,TA,TA,Y,180,None,0,MnPrv,5,2010,WD,Normal,230500-755000
60,RL,?,12227,IR1,Lvl,Corner,NWAmes,PosN,1Fam,2Story,6,7,1977,1995,Gable,HdBoard,HdBoard,BrkFace,424,TA,Gd,CBlock,Gd,Gd,No,ALQ,896,Unf,434,1330,GasA,TA,Y,SBrkr,1542,1330,2872,4202,1,2,1,4,1,TA,11,1,TA,Attchd,1977,Fin,2,619,TA,TA,Y,550,OpenPorch,282,NA,7,2008,WD,Normal,230500-755000
120,RL,62,12677,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,MetalSd,MetalSd,BrkFace,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,300,1518,GasA,Ex,Y,SBrkr,1518,0,1518,3036,0,1,1,1,1,Ex,6,1,Gd,Attchd,2003,RFn,2,588,TA,TA,Y,185,OpenPorch,140,NA,4,2008,WD,Normal,230500-755000
60,RL,75,9750,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,6,1998,1998,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,975,Unf,133,1108,GasA,Ex,Y,SBrkr,1108,989,2097,3205,1,2,1,3,1,Gd,8,1,TA,Detchd,1998,RFn,2,583,TA,TA,Y,253,OpenPorch,170,NA,6,2006,WD,Normal,230500-755000
60,RL,168,23257,IR3,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,868,868,GasA,Ex,Y,SBrkr,887,1134,2021,2889,0,2,1,3,1,Gd,9,1,Gd,BuiltIn,2006,RFn,2,422,TA,TA,Y,0,OpenPorch,100,NA,9,2006,New,Partial,230500-755000
20,RL,76,9591,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,625,1713,GasA,Ex,Y,SBrkr,1713,0,1713,3426,1,2,0,3,1,Ex,7,1,Gd,Attchd,2004,Fin,3,856,TA,TA,Y,0,ScreenPorch,196,NA,1,2009,WD,Normal,230500-755000
80,RL,?,19690,IR1,Lvl,CulDSac,Edwards,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Av,Unf,0,Unf,697,697,GasA,TA,Y,SBrkr,1575,626,2201,2898,0,2,0,4,1,Gd,8,1,Gd,Attchd,1966,Unf,2,432,Gd,Gd,Y,586,OpenPorch,236,GdPrv,8,2006,WD,Alloca,230500-755000
80,RL,?,12800,Reg,Low,Inside,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,Gable,'Wd Sdng','Wd Sdng',BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,1518,GasA,Gd,Y,SBrkr,1644,0,1644,3162,1,2,0,2,1,Gd,5,1,TA,Attchd,1989,Fin,2,569,TA,TA,Y,80,ScreenPorch,396,NA,8,2009,WD,Normal,230500-755000
60,RL,74,10927,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,512,1058,GasA,Ex,Y,SBrkr,1058,846,1904,2962,1,2,1,3,1,Ex,8,1,Gd,BuiltIn,2003,Fin,2,736,TA,TA,Y,179,OpenPorch,60,NA,6,2006,WD,Normal,230500-755000
120,RL,?,6563,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,594,1742,GasA,TA,Y,SBrkr,1742,0,1742,3484,1,2,0,2,1,Gd,5,1,TA,Attchd,1985,RFn,2,564,TA,TA,Y,114,EnclosedPorch,262,NA,12,2006,WD,Normal,230500-755000
20,RL,?,14781,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1753,1753,GasA,Ex,Y,SBrkr,1787,0,1787,3540,0,2,0,3,1,Gd,7,1,TA,Attchd,2001,RFn,3,748,TA,TA,Y,198,OpenPorch,150,NA,8,2006,WD,Normal,230500-755000
120,RM,44,3842,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,174,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373,Unf,221,1594,GasA,Ex,Y,SBrkr,1646,0,1646,3240,1,2,0,2,1,Gd,5,1,Gd,Attchd,2004,Fin,2,482,TA,TA,Y,128,ScreenPorch,208,NA,1,2008,WD,Normal,230500-755000
60,RL,80,10240,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,2098,3128,0,2,1,3,1,Ex,8,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,192,OpenPorch,52,NA,3,2006,WD,Normal,230500-755000
60,RL,69,9588,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1482,1482,GasA,Ex,Y,SBrkr,1482,1092,2574,4056,0,2,1,3,1,Ex,10,1,Gd,BuiltIn,2007,Fin,3,868,TA,TA,Y,0,OpenPorch,148,NA,11,2007,New,Partial,230500-755000
60,RL,?,14364,IR1,Low,Inside,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,92,1157,GasA,Ex,Y,SBrkr,1180,882,2062,3219,1,2,1,3,1,TA,7,1,Gd,Attchd,1988,Fin,2,454,TA,TA,Y,60,ScreenPorch,209,NA,4,2007,WD,Normal,230500-755000
50,RL,?,159000,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,'Wd Sdng',HdBoard,BrkCmn,472,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,747,1444,GasA,Gd,Y,SBrkr,1444,700,2144,3588,0,2,0,4,1,Gd,7,2,TA,Attchd,1958,Fin,2,389,TA,TA,Y,0,OpenPorch,98,NA,6,2007,WD,Normal,230500-755000
120,RL,60,7313,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,246,Ex,TA,PConc,Ex,TA,No,GLQ,1153,Unf,408,1561,GasA,Ex,Y,SBrkr,1561,0,1561,3122,1,2,0,2,1,Ex,6,1,Gd,Attchd,2005,Fin,2,556,TA,TA,Y,203,OpenPorch,47,NA,8,2007,WD,Normal,230500-755000
20,RL,80,9600,Reg,Lvl,Inside,NWAmes,PosN,1Fam,1Story,8,5,1981,1981,Hip,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,1420,2524,GasA,TA,Y,SBrkr,2524,0,2524,5048,1,2,1,4,1,Gd,9,1,Gd,Attchd,1981,Fin,2,542,TA,TA,Y,474,OpenPorch,120,MnPrv,7,2009,WD,Normal,230500-755000
120,RL,40,5664,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,343,1501,GasA,Ex,Y,SBrkr,1659,0,1659,3160,1,2,0,2,1,Ex,5,1,Ex,Attchd,2000,Fin,2,499,TA,TA,Y,212,OpenPorch,59,NA,10,2009,WD,Normal,230500-755000
20,RL,91,10652,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1494,1494,GasA,Ex,Y,SBrkr,1494,0,1494,2988,0,2,0,3,1,Gd,7,1,Gd,Attchd,2006,RFn,3,840,TA,TA,Y,160,OpenPorch,33,NA,8,2007,New,Partial,230500-755000
60,RL,78,12011,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,530,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,130,1086,GasA,Ex,Y,SBrkr,1086,838,1924,3010,1,2,1,3,1,Gd,7,1,TA,Attchd,1998,RFn,2,592,TA,TA,Y,208,ScreenPorch,449,NA,6,2006,WD,Normal,230500-755000
60,RL,109,14154,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,350,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,2172,3235,0,2,1,3,1,Gd,9,1,Gd,Attchd,2006,RFn,3,947,TA,TA,Y,192,OpenPorch,62,NA,8,2007,New,Partial,230500-755000
20,RL,62,70761,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,7,5,1975,1975,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,878,1533,GasA,TA,Y,SBrkr,1533,0,1533,3066,1,2,0,2,1,Gd,5,2,TA,Attchd,1975,Unf,2,576,TA,TA,Y,200,OpenPorch,54,NA,12,2006,WD,Normal,230500-755000
20,RL,107,11362,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,797,1836,GasA,Ex,Y,SBrkr,1836,0,1836,3672,1,2,0,3,1,Gd,7,1,Gd,Attchd,2004,Fin,3,862,TA,TA,Y,125,OpenPorch,185,NA,3,2009,WD,Normal,230500-755000
60,RL,86,11065,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1085,1085,GasA,Ex,Y,SBrkr,1120,850,1970,3055,0,2,1,3,1,Ex,8,1,Gd,BuiltIn,2006,Fin,3,753,TA,TA,Y,177,OpenPorch,74,NA,10,2006,New,Partial,230500-755000
60,RL,88,12665,IR1,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,245,Gd,TA,PConc,Gd,Gd,Gd,Unf,0,Unf,1094,1094,GasA,Ex,Y,SBrkr,1133,1349,2482,3576,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2005,Fin,3,642,TA,TA,Y,144,OpenPorch,39,NA,2,2007,WD,Normal,230500-755000
20,RL,49,15256,IR1,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,84,Gd,TA,PConc,Gd,TA,Gd,GLQ,929,Unf,556,1485,GasA,Ex,Y,SBrkr,1464,0,1464,2949,1,2,0,3,1,Gd,6,0,NA,Attchd,2007,Unf,3,754,TA,TA,Y,168,OpenPorch,160,NA,8,2007,WD,Normal,230500-755000
20,RL,93,15306,IR1,HLS,Corner,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,1652,1732,GasA,Ex,Y,SBrkr,1776,0,1776,3508,1,2,0,3,1,Gd,7,1,Gd,Attchd,2006,Fin,3,712,TA,TA,Y,0,None,0,NA,5,2007,New,Partial,230500-755000
20,RL,85,10655,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,No,GLQ,1124,NA,1603,3206,GasA,Ex,Y,SBrkr,1629,0,1629,4835,1,2,0,3,1,Gd,7,1,Gd,Attchd,2003,RFn,3,880,TA,TA,Y,0,None,0,NA,10,2009,WD,Normal,230500-755000
60,RL,85,10625,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,292,Gd,TA,PConc,Gd,TA,No,GLQ,866,Unf,132,998,GasA,Ex,Y,SBrkr,1006,1040,2046,3044,1,2,1,3,1,Gd,8,1,Gd,BuiltIn,2003,RFn,3,871,TA,TA,Y,320,OpenPorch,62,NA,8,2008,WD,Normal,230500-755000
20,RL,90,11248,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,9,5,2002,2002,Hip,VinylSd,VinylSd,Stone,215,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,567,1626,GasA,Ex,Y,SBrkr,1668,0,1668,3294,1,2,0,3,1,Gd,7,1,TA,Attchd,2002,Fin,3,702,TA,TA,Y,257,OpenPorch,45,NA,7,2007,WD,Normal,230500-755000
60,RL,93,11999,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,340,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1181,1181,GasA,Ex,Y,SBrkr,1234,1140,2374,3555,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2003,Fin,3,656,TA,TA,Y,104,OpenPorch,100,NA,5,2007,WD,Normal,230500-755000
50,RL,85,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,337,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,983,1683,GasA,Ex,Y,SBrkr,2129,743,2872,4555,0,2,1,4,1,Gd,9,1,TA,Attchd,1992,Fin,2,541,TA,TA,Y,0,OpenPorch,33,NA,4,2007,WD,Normal,230500-755000
120,RL,41,4923,Reg,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,440,1593,GasA,Ex,Y,SBrkr,1593,0,1593,3186,1,1,1,0,1,Ex,5,1,Gd,Attchd,2001,Fin,2,682,TA,TA,Y,0,ScreenPorch,344,NA,8,2008,WD,Normal,230500-755000
20,RL,?,15498,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,8,6,1976,1976,Hip,Stone,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165,LwQ,0,1565,GasA,TA,Y,SBrkr,2898,0,2898,4463,1,2,0,2,1,Gd,10,1,Gd,Attchd,1976,Fin,2,665,TA,TA,Y,0,EnclosedPorch,246,NA,5,2008,COD,Abnorml,230500-755000
60,RL,?,9240,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,396,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,1055,GasA,Ex,Y,SBrkr,1055,1208,2263,3318,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2001,Fin,2,905,TA,TA,Y,0,ScreenPorch,234,NA,9,2008,WD,Normal,230500-755000
20,RL,78,9262,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2008,2009,Gable,CemntBd,CmentBd,Stone,194,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1573,1573,GasA,Ex,Y,SBrkr,1578,0,1578,3151,0,2,0,3,1,Ex,7,1,Gd,Attchd,2008,Fin,3,840,TA,TA,Y,0,OpenPorch,36,NA,5,2009,New,Partial,230500-755000
20,RL,100,15602,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,7,8,1959,1997,Gable,BrkFace,'Wd Sdng',None,0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,254,1501,GasA,TA,Y,SBrkr,1801,0,1801,3302,1,2,0,1,1,TA,6,2,TA,Attchd,1959,Fin,2,484,TA,TA,Y,0,ScreenPorch,215,GdWo,3,2010,WD,Normal,230500-755000
60,RL,82,9950,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,638,1203,GasA,Ex,Y,SBrkr,1214,1306,2520,3723,0,2,1,4,1,Gd,9,1,TA,Attchd,1995,RFn,3,721,TA,TA,Y,224,OpenPorch,114,NA,6,2007,WD,Abnorml,230500-755000
60,RL,92,11764,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,628,1152,GasA,Ex,Y,SBrkr,1164,1106,2270,3422,0,2,1,4,1,Gd,9,1,Gd,Attchd,1999,Fin,3,671,TA,TA,Y,132,OpenPorch,57,NA,4,2010,WD,Normal,230500-755000
60,RL,65,12257,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,2531,3849,0,2,1,4,1,Gd,9,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,OpenPorch,98,NA,11,2007,WD,Normal,230500-755000
20,RL,85,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,440,1660,GasA,Ex,Y,SBrkr,1660,0,1660,3320,1,2,0,3,1,Gd,8,1,Gd,Attchd,2006,RFn,2,500,TA,TA,Y,322,OpenPorch,50,NA,5,2006,New,Partial,230500-755000
60,RL,92,10120,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,425,1165,GasA,Ex,Y,SBrkr,1203,1323,2526,3691,1,2,1,4,1,Gd,8,1,TA,Attchd,1994,RFn,3,844,TA,TA,Y,309,OpenPorch,78,NA,12,2006,WD,Normal,230500-755000
20,RL,71,9520,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,338,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513,Unf,125,1638,GasA,Ex,Y,SBrkr,1646,0,1646,3284,1,2,0,3,1,Gd,7,1,Gd,Attchd,2008,RFn,3,800,TA,TA,Y,192,OpenPorch,44,NA,4,2008,New,Partial,230500-755000
60,RL,?,17542,IR1,Lvl,Inside,Veenker,Norm,1Fam,2Story,7,7,1974,2003,Gable,'Wd Sdng','Wd Sdng',None,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,36,1192,GasA,TA,Y,SBrkr,1516,651,2167,3359,1,2,1,3,1,Gd,9,2,Gd,Attchd,1974,RFn,2,518,TA,TA,Y,220,OpenPorch,47,MnPrv,7,2007,WD,Normal,230500-755000
